Engineering Company Number,Manufacturing Company Number
10561100,7838222
11452324,10748210
9783151,11355712
11348278,8824463
4098739,8880326
11116267,8472266
11144438,10948906
8748751,2248880
7925166,3077364
11536675,5023717
10924906,4498305
11426832,9577500
8349849,2564468
7693885,2507015
10688511,1269407
5920154,3646724
11326362,7994142
11408091,3186709
8199517,480342
11533261,3574122
11728148,189740
11442588,426047
11592348,3542310
11543549,3504284
11598593,8132453
9245476,7959719
11400338,11686357
11348585,11409267
10781750,3959561
7377007,9766515
6751634,8465328
11415944,8755698
11678560,7896017
11625551,2208371
11113511,2059476
11000502,10856302
10977167,3045457
11174945,1465659
7919348,9502136
11241928,2949896
10283677,11054587
6659352,3553683
11488110,8656189
11593184,5925360
11536713,7501728
10855137,8038143
11586671,11396193
11056158,1986500
10326454,11464501
7818439,2560859
11470169,3784766
11651192,565383
10168973,3139374
11690693,11684501
9255466,2933173
10581752,2563833
11703960,5784869
11239348,11471831
6721418,4607914
9890208,3001205
9252870,6198355
9744182,10804849
9319511,7163893
9462266,11142442
10967437,10418987
8803262,9201637
7302235,10793839
9261803,8105936
9496299,3891563
9250998,10182316
10994554,4781255
11500735,8343103
11496727,2841531
10661642,2677104
9241136,1630485
8840713,1320397
10690897,2506536
9119245,4405524
10295067,6611633
11794581,9247266
6330788,5432884
11428218,5636126
9678897,5341578
10975128,10577640
11580199,9682232
10255569,6603554
3403134,9568252
9416326,11247052
9466873,9139159
8738077,5128276
9621128,7025673
11214785,1188011
11435676,5000140
11560244,11525676
7115724,2793093
4810492,4446754
9317534,1028083
11046234,8453085
6208438,3223660
6406904,11471825
4834673,7154864
11537854,2566839
10297510,11060016
11171887,10625007
11244308,8335019
11755596,11613925
11507393,9450123
11768463,11335837
9903664,11735917
7649605,11699877
11016759,11640085
11505005,11068147
10724107,10559027
11636231,10924223
11403079,7613494
11072079,10403690
10977271,9125452
11613639,2220098
11535657,8824084
11797345,10482896
11357966,9610484
11664286,9786219
10681595,4961258
11218149,8972137
11600087,1305036
9024553,8760810
7940562,10393350
11174670,8711459
11206600,8155272
6054302,10366186
11192032,11536860
9983927,6600847
10928275,11709700
7092691,2027001
10191491,8373787
6945627,7682011
11501031,4523176
11732960,10411008
5603466,4648511
11555091,269986
11307044,519049
11774028,8205950
10849018,5752602
8843667,2601496
11637964,6956370
11339443,8474852
11404723,11359094
11235021,10987199
11194583,11524989
6181602,11085607
11345655,9311834
11491858,5108104
11699087,3838002
7639151,4673303
11738708,11524906
11755653,2654498
11725922,7152367
9296296,9101806
11633385,9446696
11642536,2614932
11493692,3426197
11331314,2412103
8966397,10114511
11186192,7042527
11668430,5131159
9109997,604307
11228175,940471
9973934,2389675
11416258,2972347
11607273,11355014
8730105,5817790
11239776,8805017
10660894,10767161
6149082,6292895
11633821,2050579
11316789,1980449
11262023,2033129
11686325,5665832
11353898,10084321
11056521,10723808
6478931,10428846
9011097,8525274
11511478,3347875
4830972,11428616
4452846,5612726
11164886,4552372
6141395,9713537
3909189,10301105
11232188,8445005
11782960,8693738
8848725,2445303
11653502,10696552
5236749,10694635
4669938,10144198
10891633,11527921
6271161,8516015
11544742,10619369
7970277,5595673
11032113,3355705
10271564,11334290
9001814,2127483
8966205,6311363
8821718,3455690
7901145,9690198
9680174,4930177
9284998,9680713
9807221,9503860
11321417,6478150
11681701,9691367
11339392,9466667
11192236,9281719
11671761,4608510
10291648,10718747
9259218,10289706
10572755,4040321
9641211,2488048
11664849,5038521
10557395,6768456
8683186,5669131
3250611,3218778
6168708,1590714
10645187,4383786
11642913,10978616
11231367,1658729
11012526,11608411
11512693,11077551
11264965,4911029
11604314,8382875
11194489,4083425
11272702,2322738
10056424,7814248
11576723,5168610
10374801,5279179
11099541,11334737
5017006,11396209
11254176,4767275
11128419,5140007
10197116,11019673
8665479,7845286
11314401,4256663
10125969,11458447
9434015,8478404
3036300,3834282
11468135,10783356
11400469,11080397
9972044,10268225
8182159,7953516
11378512,8893766
9299358,11302787
9000994,9030894
11619571,6751239
5579255,10773635
8549038,3788287
4842815,4559553
9705220,6874743
11335631,2598649
4410491,3445630
11333785,8356787
11542710,1536566
11634503,9159919
6482568,1636540
4828932,4651291
10767959,10955283
11208494,9360080
6646250,7571620
3513630,11254125
11034960,5191937
7236347,5368967
8286365,3026574
8285988,7357903
6117820,3971644
11729633,8132208
11709016,2651842
9397696,11738821
11627997,11497734
11669325,10145858
11086855,4233065
11475166,6573627
11177952,8409723
6232938,9182712
11403511,3452911
6279513,8977002
5626339,9198273
11075712,5532385
2914706,9548112
9482532,3323382
7943695,6385587
5986315,9896431
8441457,10452168
9236657,11322626
11089973,4466159
11303533,2451516
8857106,6357050
9071699,2754903
10666798,9971401
11258254,7017897
10041193,11326894
11621137,7561862
11276597,2512530
11738693,4722882
11557734,2738149
11470778,11284913
9504563,865909
8128443,2540590
11715028,1993054
2030722,11033296
8526643,9635039
7665562,11001485
3936364,7259054
5967539,2667336
11328816,10963868
11412727,3759112
11609926,4124667
9940226,10353741
11433553,5413637
9357791,6270371
11592846,1863518
6243765,10239691
10368521,10759630
10417931,8997768
8435330,3361340
5095666,1821491
11754175,10175045
11459953,6469024
4833972,9452751
6131287,7127219
3948038,3922589
10745820,334694
9978886,6566127
11296044,9968457
11584855,2248837
8781536,8573685
6025215,1581668
11345307,10485326
11067377,10104535
10514136,4978215
11457270,3739926
7873365,11120736
11240393,8583512
10226018,6804352
6344265,8255723
11185070,4144227
11394613,9753335
11088514,11146468
11442222,1119670
9851856,11623385
10369257,10665829
9571346,8272537
10960280,4928163
11220556,10125831
11380462,11068901
11494430,9610450
11644830,7541379
11672394,7722344
9753543,5994915
11598671,11305916
11055576,5145328
10972397,7414300
11594838,9287406
11727120,10085009
11272506,4684594
11693948,8013328
8128843,7437507
11735100,7863096
10424279,5894535
8330845,4883221
11359128,2322883
7536624,4618879
11372159,7448316
11682086,7566330
10911000,4143905
8667346,1798571
5711282,2730592
11718836,2390691
7788751,5423458
6737636,10581162
11322163,8321835
11398337,11507117
10464801,11334818
10355242,7306033
11430976,11202211
11699262,8744315
10246207,1396746
10033459,3068821
11534534,8837094
11265456,7813955
11436988,8385086
11319065,6578999
8801254,11209210
11323888,8087643
10896411,7616201
6208970,4508950
11477034,6989033
11422752,6686580
9679449,5952594
9806304,10632177
11123401,9936652
2555728,11545964
11609195,11509632
11258628,3394837
9017378,11547038
8480541,11030854
10535261,9422033
11501371,11381692
10092888,7618861
11320526,8390632
11029730,8597512
9022840,8372097
11693675,5803461
8553406,7183600
6748746,11020739
11312704,11588801
9851755,4704248
2850768,9366380
4434324,7727037
10951893,11576950
8248275,11577015
6100947,8218805
9560719,4857227
11241607,11301724
11633167,9755970
7846524,10839790
11647030,9515037
10827544,10735793
10731680,8688345
4759123,10098261
8380184,11378283
8357591,6905305
11730083,7711285
11559851,11446694
11331244,7120201
11781207,11234161
11207420,11229570
11721122,11145467
11249151,5791893
10417514,4118155
11004096,8767114
10414272,1194843
11613423,10131903
9174423,9703926
8905367,11738711
11511883,11625782
11705608,8269629
7860547,4281946
11577415,9371668
11331346,5299621
10185071,4725964
9707345,8458050
10945989,5338626
7126618,9728934
11300463,2456403
8774660,10896116
10053295,3957416
11333561,11236155
11603460,11710975
11725328,5529261
11749633,6958894
11679020,5658272
8848603,9547621
10215078,7397548
11515417,9326750
10349303,1185365
7597060,6008437
11286918,11711960
11254296,914651
11501187,10437893
9306733,10281036
10002719,1209938
11251152,11671476
6694515,8062838
6992634,11442969
9391260,8901490
11537445,11738542
10966861,10905699
1982814,9365528
11315231,11461622
11278121,11525983
9424893,10982087
11736098,11525957
11361052,10635429
8179119,7421472
11544928,10256968
10930283,11115983
7331068,9422852
10175729,6057068
11680716,4759322
11513677,1819766
1902480,2821323
10925854,11655796
4846502,4948511
8900290,7648666
6732757,11404187
7343194,2200743
5643335,10658727
11488642,11233819
2933742,10883216
9155046,5289956
11576978,5445709
8352319,9925651
8404996,4976931
11704030,9726710
11441741,9091581
11631536,5140280
4752447,10940137
7701782,9327889
11000142,10387275
11275432,9853763
4147070,5501963
10181699,10575722
10680961,8587351
11192967,7040379
11402762,4567130
8402072,9016973
3305558,6626554
6199067,11198524
11768216,11483381
11304778,8138798
11771430,11615358
9632052,11455095
11162511,7466994
10981779,11391283
11736687,7967285
11216232,9739512
9597612,4873683
11482528,8865266
11307193,10858782
10833324,10582078
10986993,11029950
11383996,9511794
11262357,7641019
7859721,8058082
10899248,10551408
11453784,11332325
6933287,4855491
11350901,9830873
11662835,11381672
3420775,9602139
11742263,1393413
11235838,1046138
10979330,9923915
10231167,7304905
7995134,11281426
9354822,8456497
11209578,4392541
8444406,4623480
9091180,8598938
4854048,1750084
11331478,9508371
7527574,4830342
11710131,1374225
8938561,9102265
6145355,1934105
11388821,9475827
11630797,4489098
8235016,8103147
6171493,3526173
7803147,6904433
8140118,7604517
11582448,11491092
11618495,1943825
11230581,10257125
11347869,4424063
9902886,3655879
7492263,7859910
10097121,11740895
11294998,4913539
10826649,4017274
11300556,9867731
11222754,11577195
11447853,11152078
6323244,11423368
11134725,7486083
11248694,10286500
10880542,10335692
11356645,5476667
11339544,2754268
11492767,6554691
11183300,10305088
7633026,2065029
11371469,6459364
10253765,11430093
11024118,11357703
11555713,11175270
11557218,5233930
10990554,9545248
11139637,11289573
11239349,11206237
10782648,5752415
7972487,11527933
10118726,9581411
4206380,8639923
6968718,4793860
7206682,9170248
11475686,11321387
11555626,11016087
11043774,7829181
11399964,3713651
8707870,8438086
10985196,10320297
11414761,10698507
10939251,2682455
11749801,9899336
9472526,8694719
11405161,8268852
8545006,9117864
8194759,3423175
11016739,2299734
11407860,1626502
11542166,9786750
10657365,10773643
9302628,4300370
9423644,3743257
11436663,1406154
11184391,3787256
10982672,722832
11632885,8730649
6225617,11298956
9240547,7767336
8843251,11515483
9758949,8841393
9375692,1413137
10589538,10305274
11679790,11517588
11564344,6123163
10900732,3323992
10955632,8432127
11446400,10736732
9615258,7448026
10050861,10892665
11137379,10851770
6722365,8490756
11328091,11428342
9456510,11151653
10231747,10502532
6216052,3880658
6179165,4125134
7932673,3236595
3276052,9905289
7641395,7581804
6031385,10220591
7712954,8835445
10288513,9849606
3784123,10312828
11786208,3410961
11739000,11056060
6159973,11157961
11749257,7832430
2242927,10725713
10954232,10651852
10199415,10915373
11535774,8378461
11466273,8898211
7958563,500649
11356576,5856979
11000540,8532708
10502317,5989221
11539807,10985843
11019426,9282771
9129914,3192717
11316575,9982871
11358623,9545945
9842944,11569500
11371394,8877085
11547482,11037274
6343698,3026319
7784977,5327150
1251863,11698883
11102189,11644662
7317479,496838
10661245,6443626
9490353,9745549
5209561,8582707
11667228,5532050
11772539,3883642
10163543,9588083
11658049,11716396
10878570,6824890
11426053,8602235
10965970,2925893
2873535,3605848
7886522,7016862
10034903,6759985
10035098,1385929
11652866,7870202
5305721,6381141
9017810,7719139
10765829,11369399
9858456,9995635
11601793,11322715
11435171,2805516
11454208,1549268
9510796,9240421
10754193,4953783
10121977,8254415
11347112,11651725
10789748,11594115
11282007,10945038
11111964,1765087
8894955,8041882
6975056,3267051
2836935,9671917
6626294,5058123
10843404,1301264
6457061,9485894
9788615,9705645
11722785,10521081
7417979,8736233
8576803,2780189
11411448,8423613
2950362,9556355
2343107,3722356
10645226,7405368
11044890,10992880
11376965,6019072
4853568,7080611
6145419,10843248
10614028,6763494
11589637,10212923
9736941,9649086
9558431,7815868
9473300,2943616
6094651,598454
8424443,1201614
1274311,10521708
8988583,2528636
7666333,9235185
10532735,2920438
10276790,8223470
11090210,9302677
10958156,9975692
7418187,10556415
8170811,8736050
10450573,2575781
11290228,1664479
8133813,8998928
11689781,2362510
11378806,9237399
10707039,11521350
7933990,7054564
11610089,10729747
11766552,8653577
6217791,7195197
8844978,8637048
10867016,2356615
11688638,4795150
11555349,3576442
6230030,7375560
11631580,3492448
11379339,5360059
6203841,3904584
4161433,4567310
6153995,7692948
11532658,2333437
10682765,8722149
11059417,11115963
11785568,11441630
7782760,7854195
11552751,10005103
11219342,3465591
10171128,6684140
11400532,2120217
11357064,9675369
8551443,10286753
7960520,6369072
11783977,8692682
3833512,10562885
2591342,5356970
3303737,2919450
11310121,3600590
11443722,5902477
11575044,3655526
11729152,4047329
11030111,1759957
10158945,2243609
10449563,6144113
11737964,4685036
8183039,3839861
10966350,1582316
10315603,3405219
11754125,7702288
11222440,11334217
9410230,8498240
11682823,1850167
3172165,7624836
6199058,10605959
8047612,7183756
10918262,8645154
6689767,7649489
8001201,10977200
8497354,11213808
10791941,9691531
10337616,2865589
9048089,11452541
11580273,8667957
11478934,8043402
8951290,6818133
7601363,11639728
11260134,11297715
11781380,9510719
10818804,10178221
11392668,1406477
11400292,9129917
11232229,7728537
8591434,5422042
11652804,2421673
7095807,11140826
9674115,11124610
11302594,10626713
11443436,11650888
7752864,10691962
11120128,3122582
10232221,6818449
11515909,7062753
10456640,6160600
11526586,4361131
11391126,7510037
10879861,6631670
9548893,11033685
11320655,10108791
11268658,11541347
2911322,11509409
9036436,10982803
11767117,11305136
10975544,9112125
8890261,1423702
11327763,3956465
10227453,7498495
11475641,9556796
11135828,4708256
11313062,11383667
11422943,7296312
3487605,10905716
11144681,4550835
9289839,4772564
5950311,10435619
8052548,10966840
9555529,6313405
10294891,8792331
11412463,2907131
8904509,11175165
11112145,2695923
11014062,2406258
9748203,5779893
11552689,4877449
10981443,4877570
8405992,4877573
11245807,1893355
10976537,6130456
10338695,7461712
5288783,9115239
4759193,6116305
8730620,10552372
11184444,8327005
11589065,3511631
11774821,6890962
11259329,6707222
10778273,10107721
10912771,8807743
9473626,3892289
10400996,1338772
11167065,8560909
11027590,1818084
8654071,1076936
2294565,4464536
5741061,1347879
5336972,5106851
11633577,1946657
11064716,2998784
5212506,6672808
11325013,1737260
11463282,2332554
11473017,10382503
9765585,1029153
10326140,8102671
11257126,7545368
2168762,8366147
10972098,2643180
9684921,5943002
11484445,2262883
10134057,1769524
11593147,9609103
6573013,2771169
11546340,10891880
11328322,1390386
6328563,6588357
3582403,2477500
11445695,10940914
7104220,10306893
6104505,4515451
9802994,1994524
11778112,4482782
8751307,11126597
11234537,11257294
7627411,11563783
11316170,4966291
11316744,10226263
7727280,10915921
9068552,8979711
10700456,2607129
11325169,10610615
11282081,3699382
11305686,11299947
11357563,4934467
6307890,11376530
11293287,4335841
10783885,11600439
11529284,7726172
11564638,6823889
11340915,4211722
11473749,10923823
11464267,3753212
5359870,10933298
11431747,1751410
11470167,7333350
11208293,11205757
11554688,11229144
11470762,2769778
11698783,519961
9549917,870217
9492724,878151
11501357,8771915
7750614,696548
11531120,2139446
5777127,7291901
10132487,10410403
3990354,10852799
11797049,9251330
10447173,10317766
11603441,4116936
11633808,11020649
9771281,3416754
11582186,11065917
10895020,6508736
6637423,11728461
10789040,2010900
9953971,9262057
11484980,10159797
9256721,3441080
11114551,6792840
3190115,9931218
8728241,11742844
7624664,4639276
9973986,3443249
7974027,10963120
11734026,6315773
9079195,9532952
11458551,5063071
11465240,6842010
9908679,6221332
9564203,11601910
6116454,11499775
9524513,8292668
11751887,2024988
9564025,11156231
11730761,5058816
8845802,5412591
11293961,3131090
11096045,11505142
6186892,4662268
11606638,5440459
5966323,3837230
11248727,11381752
11635504,11515218
11700424,7423048
8843744,10602866
11690700,2497459
8788838,670717
11642431,11358406
11341812,9316788
10917598,4217152
10606475,2022931
8694301,9035791
9260470,1751863
11506777,1412173
11213681,10547494
7895727,10585816
6363962,10640373
11481417,11330369
10799639,7127323
11254438,9111448
10993549,1521887
10958408,4977920
11491571,11357122
7621032,8082176
6309074,3199914
11510672,3548811
9189032,9420242
3990006,1954478
11770082,660928
11763026,10729021
8822428,2293253
11586243,10957608
10903099,7123654
11244733,2995730
9646977,10538337
11044578,4710953
11555332,8882572
8713461,10501685
11576419,7279318
11639995,3808559
4836588,11334423
11488252,11257478
10098446,11381850
11462994,8465313
11176140,11280991
10887488,3790634
10688726,8454019
4853539,6749488
10855273,10950377
5776415,10354912
10270187,9720845
9001543,10944719
2340894,9172686
1957836,11132190
9777477,11221341
10176398,3945587
11446315,3687274
10223661,10908723
11345305,3683756
5588656,7954508
3503581,11441364
8153418,9040558
6251316,7089039
11238954,11663854
9407174,11693597
7526896,8183162
6075311,1286568
10843934,11487015
11397892,10847334
4354708,10962280
6189566,1576850
10820762,7601936
9224946,8409088
9748509,11427483
11165193,3456006
10174032,3546961
11663622,11416801
11111452,7537043
11322344,5779621
2206345,483173
11031762,11299943
11264825,1364309
11540809,11128869
9107671,10581078
11640876,228917
11135004,9715889
11020262,9715852
8248076,9478813
3649420,10533078
8501917,8150231
11581215,8419502
9627552,6957886
5589565,8129221
11498922,7431455
10422631,11603866
11208456,4500496
9901860,9918136
11140022,11524756
11339475,7886464
5113442,11284412
10788196,8406580
10341745,8353939
10718908,10643260
5251036,11695405
8634063,3507364
8620314,8438107
9558037,10497045
10928403,7425617
11146347,2130278
10891136,10807581
8779051,5275080
11142586,5975403
9527759,10516708
8455492,10837940
6197941,798012
10643636,3954630
11591903,10300598
11213379,4570660
10037159,2926160
10842996,6406013
11454347,4551961
11628396,3776841
10011298,4547856
11011646,11334415
10662480,11154767
8071699,10554999
11544101,1821667
8720410,11603220
11212989,11527930
7172522,8673610
11645681,11458449
11639204,1131315
10427613,5870199
7328914,11551791
9857602,11471790
7990040,9102209
11686557,11307760
11505465,1017054
11621735,10660388
11402619,1820948
11281976,11026077
11544058,2564438
11440133,11551782
6070563,2278681
11777659,11703824
5203033,3952526
3959652,4737253
4826190,11129957
11410096,9069546
11469437,8593039
11039214,8352667
11395639,9342174
10277829,9678484
11171433,7989577
9573425,4847219
7212218,4520955
11462851,8777622
11218549,1792787
10281715,1263413
11349214,5643469
6082610,4510830
10240414,5415508
11392462,7203593
11104443,5462775
10395935,2642699
11656516,10352429
11620349,6624576
8069940,2398420
11326596,9865433
11470556,3116584
11217051,5151348
8977902,2866696
9362441,11460093
11377521,4937518
6173036,9969992
9206442,11620795
6161805,9929002
10368282,7647910
11476958,9902253
11549764,9901038
11262583,11024519
11488534,8075650
8938128,4488991
11458563,7883564
10870433,6791973
11629801,10710455
11459968,10362349
11494076,9485183
10982492,4187063
6186966,9301225
11782109,11335540
11719010,11396257
9888645,11432143
10954954,11335224
7974674,10556330
1929192,9308188
2854071,7874726
11485594,6757853
11796714,10293486
11462888,1478292
11332479,2365422
11273172,8749697
9466858,11493744
9896471,11358766
11428314,6606184
11500134,3238094
11310166,5737377
10486836,5707219
10904361,11523515
11680691,10736335
9473900,10103283
9915948,8127677
11251730,3770846
11583959,8511223
7468229,2433391
8724447,1914302
6221894,9286814
6166220,11551837
11475053,11162178
11471706,11080056
8642147,9635062
6174371,1060215
6233576,9489954
8088390,11479858
8091126,11704664
11240239,5513351
8218082,2014322
11761033,10073700
6198406,5820032
9249641,4222041
9686832,3679847
8742157,10071443
7862248,10441814
6208720,4116449
10849283,5580363
6232816,4852624
6064185,7314876
8263851,8881496
7863152,9284151
10279452,2340016
11800722,3575073
11150250,9920036
8815176,11089570
11325890,9276462
10083793,10560893
7662188,11019572
8843126,9532111
9875131,11297993
11570867,10700665
8173435,11407611
11194843,3877724
11274109,7102071
11063237,10122461
10899249,5421948
11203129,9692452
11441009,9467093
11686220,10499773
11418125,7811885
10070909,11566909
11388384,9622330
6444954,11328834
10149738,11701270
11622142,1677195
9912517,2920180
9011340,10187512
10975828,8866900
8491081,11412227
11656031,7448918
11190231,3759518
11056159,10590255
11609555,9627946
11379021,11084614
10465674,11629741
10982076,11014848
9356326,1465593
10943786,1815492
11317823,11015309
11552703,10348194
11504251,5457578
5599133,9431484
11032262,11537985
11743409,4123143
8584621,10991632
8710105,8792583
9445091,9820488
8173779,8207819
8217763,1642509
2363253,7397929
11417319,4665810
9138109,9961251
8459462,10601732
2089134,9472771
11500834,8964535
11284998,7611329
9349114,11623367
4393729,10811789
10913427,8714262
6210663,7409517
8773087,9106197
10266432,11388627
11521439,11432069
1377100,10717952
6665794,9622428
11651541,8337873
11583122,11174869
11387325,11143303
9351507,6511118
11423598,7294196
9608615,4115619
9516769,11430469
8964510,9178315
11789403,11334473
9064510,4344568
6903616,6371559
6127984,6948983
7327620,4689563
10551199,4466478
11259191,10700277
11516455,6470600
11543289,7895988
1720882,3023170
11615135,10680900
9051841,4533329
11116849,4841574
3963058,10578139
9719781,1318356
11678794,3315557
11086835,8629670
1489181,4854206
11782103,7403003
7397871,7005386
11194978,5948894
9996172,9937697
8862745,8290336
11023765,5407046
9343639,7853771
10332311,4963032
11795525,9559995
10625985,8930303
11421775,10642437
11288609,4542084
11290327,5742347
9718816,11305086
9588696,11487388
11532554,2660719
11702840,3474739
10630303,8961530
10820380,11054623
10753696,11247792
11546308,4857663
11767322,1447061
6163179,8302845
6169866,4949476
6186931,10027525
6535223,9060061
8977452,10608105
3429277,8914595
9276137,5736044
11448438,8676339
11018063,5697091
6051332,11190391
9498311,11114579
11345880,9151992
11481468,10137993
11527906,10858159
7721800,6427166
6940964,11212684
11309846,2811649
10054966,4927606
11013206,10833873
10686077,10097072
11697077,11126822
11290659,4709736
11309847,8069693
10909551,10067122
5338935,11071095
11335321,10964735
10829325,8648149
10251619,11074708
11599929,6611325
8001561,4696481
8395237,11458162
11206246,7491610
6523491,6862085
10265507,8574857
6210726,4248493
11495862,4654993
11290448,7732452
9043570,3775440
6378071,11131976
1996191,5776681
10841341,5883264
9153793,1247618
11693076,6850136
2914966,3864997
6757976,4263593
11095747,1657444
9001072,284563
8993493,8140638
10373446,9737719
9037908,3751059
10814025,5356673
11561490,8903106
8246438,5285572
7687938,7368219
8107821,1820092
6160472,9282644
8102208,4811594
11258808,2613407
8520188,5106228
6468472,11724913
11594683,1449477
9249191,6317679
3407196,1983787
7219064,2098076
8473081,3203276
10834966,11517325
5709651,11619155
10888921,1899079
11415253,1995000
9030607,11333479
11015895,10267388
11445069,7256535
11462245,6344278
8594081,9981035
3061631,5534540
9270284,4733290
5989676,2015629
9451144,11134536
11206233,10878651
9466677,10239666
11651610,1947689
8621110,10044123
11394461,1514948
10993911,2878864
9781565,6396730
8644947,2489881
9527341,10444554
9246563,11560553
11429621,6582950
8990955,10791579
11602442,10838140
11326484,10462256
11230877,9141424
11693734,11323114
11480637,6775178
11419158,3812174
6207036,3812179
5609413,3813080
9803901,4740403
10071908,9755244
11579861,4991533
7962687,4592119
11090784,4955915
4715011,3749173
10921056,8598302
8718019,10476581
10008171,4954016
8242424,8972210
11217077,4466685
3058766,2885951
2869295,9888067
10715392,1156838
11785961,10630542
8188940,7774039
5486746,8226602
6551487,10853424
9200874,7014675
11513390,2646555
11511624,11307522
6007315,11058077
11419861,11282707
11628747,5646683
11559760,2069720
7503109,9642636
11406245,9126454
4890114,9376146
2592970,8155673
11569266,10609382
6122918,11035191
1614559,6869699
11206916,3469186
11014842,7684208
422148,51702
11603298,8914541
2008116,11515273
10323626,2021233
8682810,9445423
9969417,9156304
9315169,11335972
11501439,9536791
10025579,7722277
11769012,6966772
11367123,8506177
11430431,7443266
11295186,1730643
11209737,5670734
9276907,3289338
10841454,4126349
11225682,10511185
9474651,11410877
10613287,11014799
9493856,11151608
8972230,7652150
11546042,7414091
5963765,11126783
11599790,11697844
9926041,6570318
11305002,11410787
11087040,10783474
8975869,6255483
10441052,11674592
11214004,7465769
11117529,7997705
8212172,8630637
10978013,9836689
11717733,7808662
7338647,8908795
10954167,3808010
11536122,5290025
11240601,11374140
11475862,1514634
10675701,9502987
10441036,3594009
11556883,1526137
11067525,2162028
6451781,7753164
11294022,11394146
10731557,1373488
11800640,7931062
11641688,7856626
1715691,9055268
11498198,4431450
11223027,11139346
10213691,7119156
11545430,7408628
11448383,8956104
11201906,2614060
11112710,9730727
9080644,11542833
7861351,11666448
11715247,3480229
7980145,10980624
6188994,5145724
4078627,10380411
4534915,6212182
6145970,11663773
6030917,8539938
11323694,11471291
11563992,3533277
10652942,4233901
9010525,10484620
11604109,9892586
9656662,10050015
3201240,11051837
10757194,9019640
7662664,3850827
11359125,909213
2256558,3821037
8946597,9416275
11737677,2044232
11664843,5305986
5733859,4587670
9235793,9136056
9464926,9174414
9862745,10252188
2458642,3989049
8267087,3353926
9317832,9995335
10069292,5906776
11736332,9988374
11457135,5709109
11278793,5089366
3794324,4966565
9470425,10956212
2943540,3071316
10517775,1207255
9602211,3745006
8277599,7461906
8725136,5348414
9285326,10786074
11470681,10361965
11023255,603111
3721349,5104962
11698793,3894473
10985202,1120623
11321418,5036745
8327398,9423292
9397414,9970466
7622306,8370048
11233278,8172200
10982716,7157131
9146016,5437366
11349143,7165429
8005374,11205683
8116078,11291284
10015800,8445350
11328661,10971483
8633846,4603105
10966083,2939265
8250838,11177378
3722572,8534473
7264366,11409156
2302847,6650069
2594398,8580732
4761669,1348007
9308255,3005147
11207585,2567974
11108805,1870842
11409994,8525415
11575803,10898244
9453003,6379611
8875304,9147003
11429095,8790876
11602384,11595999
10525789,9170438
4723077,8820709
10882503,7505672
10236673,11254552
10174301,10547156
8965415,10747829
6171426,8561673
9879456,10578740
10937964,10367902
7776100,9734017
6213315,8768417
7609205,2890927
8495715,11033803
10461459,11061210
7206060,11059936
9461452,9221677
10502805,1949922
7159804,11346389
11098027,1324411
11087001,958466
11595155,2188064
8129386,5627030
11647807,2624608
11423529,6504845
11528456,1366415
11211313,7214299
11104996,11287731
11592449,9018066
10472606,8154909
10974933,11482048
11587611,7206065
7603020,666983
8304274,3997553
11284151,4493043
11541328,9988120
11234095,2911636
11348995,8179011
11413481,6399718
11393477,5856144
11222876,7578912
11321715,4703403
11468643,2817150
8820684,11679187
11629866,2480330
6102443,10841395
11569655,4459558
8482967,8638935
6773898,11453312
1949791,2120155
8321965,5425050
7819534,4532187
9862356,11535429
8378888,5720350
11771594,8696299
7898136,1770708
7340038,10647746
8933075,10897992
8944107,10683664
11265052,1864722
11518559,10944888
11315991,2552952
11469686,3637967
10049935,10427625
11275220,8431216
10314784,10459528
9099520,10890028
11199334,8244998
6220349,11314341
10074419,11482280
10611347,11098268
10273958,10395088
6219773,10873347
11492847,11482174
10982737,11006218
11388345,920487
10833008,9655901
11170749,7512473
7626929,7441481
11333985,3965566
3192172,9205635
11470905,8697042
5172576,9427158
11593622,8955998
4609928,8656491
4647025,11459296
4780692,1525895
10721897,7929917
11430596,6360658
11266351,2374310
11526435,8847170
2462486,2524449
1577025,1305309
10929238,10415869
11447964,8633098
11405652,7847352
11322221,8633291
11192609,9696741
3310415,5831201
11413367,7365357
11788670,2935216
11077143,6884897
8299003,11555520
9271680,5208380
11719047,9460244
10531477,8339071
11545482,3127591
6538626,5270715
10690711,4231534
9528770,11520365
8122220,1719687
6391541,5517138
11678808,5687165
10409953,5952000
10914301,9726318
4758021,10679387
9856572,10841157
11089600,4675491
11176712,11415045
11058127,10206867
2521197,11406027
11453089,7765021
11692592,3542134
11375993,11550955
10934060,2792673
11158762,9510619
11276921,11644359
11748288,7096919
11236870,4120093
11374597,272275
7799407,8659446
9437417,5404956
11734076,11430423
9349879,11389275
10322833,10004192
10560608,10639550
9615508,5463496
5766211,3876027
8828006,11168248
11639526,9247569
10950452,7204745
10994073,9530947
11688493,10426495
7520632,6481331
5913765,9092143
11165224,1876378
11429419,870557
5411685,9023817
11616039,8201007
9524914,9836044
10791517,9539388
11033981,11206519
10832186,6559713
3641996,6456806
6173013,2368518
9715438,11232409
9587686,4458136
11341038,681381
6542433,11394148
11736517,982627
9079722,2486984
8647357,9162165
11684165,7152716
11193369,8063115
6455107,11004818
11070569,10874485
10968603,8025194
10701429,10921170
7856281,9591146
9988379,4439018
3611608,11706546
11781606,11523855
6851974,5125325
9389615,11182536
10367673,8419223
9464149,3410838
10327987,1937021
11645042,10616964
